"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646242,11,240567,-8060,-3.2418039874993463
"Arizona",389375,2,194688,-53939,-21.694747553564177
"Arkansas",1854444,7,264921,16294,6.553592329071259
"California",5668241,23,246445,-2182,-0.8776198884272424
"Colorado",1034849,4,258712,10085,4.056277073688698
"Connecticut",1606897,6,267816,19189,7.7179871856234445
"Delaware",238380,1,238380,-10247,-4.121434920583846
"Florida",1468191,6,244698,-3929,-1.5802788916730686
"Georgia",2908446,12,242370,-6257,-2.5166212840922344
"Idaho",441536,2,220768,-27859,-11.205138621308224
"Illinois",7630388,30,254346,5719,2.3002328789713102
"Indiana",3238480,13,249114,487,0.195875749616896
"Iowa",2470420,10,247042,-1585,-0.6375011563506779
"Kansas",1879498,8,234937,-13690,-5.50624027157147
"Kentucky",2614575,10,261458,12831,5.160742799454605
"Louisiana",2101593,8,262699,14072,5.659884083385956
"Maine",797418,3,265806,17179,6.909547233405864
"Maryland",1631522,7,233075,-15552,-6.2551533019342225
"Massachusetts",4249598,17,249976,1349,0.5425798485281164
"Michigan",4842052,19,254845,6218,2.5009351357656247
"Minnesota",2551583,10,255158,6531,2.626826531309954
"Mississippi",2008154,8,251019,2392,0.9620837640320641
"Missouri",3629110,14,259222,10595,4.26140362872898
"Montana",524729,2,262364,13737,5.525144091349692
"Nebraska",1375123,6,229187,-19440,-7.818941627417779
"Nevada",86390,1,86390,-162237,-65.25317041190216
"New Hampshire",465292,2,232646,-15981,-6.427700933526929
"New Jersey",4041319,16,252582,3955,1.590736323890808
"New Mexico",395982,2,197991,-50636,-20.366251452979764
"New York",12587967,50,251759,3132,1.2597183733061976
"North Carolina",3167274,13,243636,-4991,-2.007424776874595
"North Dakota",673340,3,224447,-24180,-9.725411962498038
"Ohio",6646633,26,255640,7013,2.8206912362695924
"Oklahoma",2382222,10,238222,-10405,-4.184983931753188
"Oregon",950379,4,237595,-11032,-4.437168931773299
"Pennsylvania",9631299,38,253455,4828,1.9418647210479958
"Rhode Island",687497,3,229166,-19461,-7.82738801497826
"South Carolina",1738760,7,248394,-233,-0.09371468102820692
"South Dakota",673005,3,224335,-24292,-9.77045936282061
"Tennessee",2616497,10,261650,13023,5.237966914293299
"Texas",5824601,23,253244,4617,1.8569986365117224
"Utah",505741,2,252870,4243,1.7065724961488493
"Vermont",359611,2,179806,-68821,-27.68042087142587
"Virginia",2421829,10,242183,-6444,-2.591834354273671
"Washington",1552423,6,258737,10110,4.066332296974987
"West Virginia",1729199,7,247028,-1599,-0.6431320813909994
"Wisconsin",2931721,12,244310,-4317,-1.736335957076263
"Wyoming",223630,1,223630,-24997,-10.054016659493941
"Alaska",59278,1,59278,-189349,-76.1578589614161
"Hawaii",368336,2,184168,-64459,-25.92598551243429
"Puerto Rico",1543913,6,257319,8692,3.4960000321767146
"TOTAL",124064982,499,248627,0,0.0
