"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,8635,4.208622924932008
"Arkansas",1574449,8,196806,-8368,-4.07848947722421
"California",2376561,11,216051,10877,5.30135397272559
"Colorado",798572,4,199643,-5531,-2.6957606714301035
"Connecticut",1114756,5,222951,17777,8.664353183151862
"Delaware",202322,1,202322,-2852,-1.3900396736428593
"Florida",752619,4,188155,-17019,-8.294910661194889
"Georgia",2609121,13,200702,-4472,-2.179613401308158
"Idaho",323440,2,161720,-43454,-21.179096766646847
"Illinois",5638591,27,208837,3663,1.7853139286654254
"Indiana",2700876,13,207760,2586,1.260393617124977
"Iowa",2224771,11,202252,-2922,-1.4241570569370388
"Kansas",1690949,8,211369,6195,3.0193884215348925
"Kentucky",2289905,11,208173,2999,1.4616861785606363
"Louisiana",1656388,8,207048,1874,0.9133710899041789
"Maine",742371,4,185593,-19581,-9.543606889761861
"Maryland",1295346,6,215891,10717,5.223371382338893
"Massachusetts",3366416,16,210401,5227,2.5475937496953804
"Michigan",2810173,14,200727,-4447,-2.1674286215602367
"Minnesota",2074376,10,207438,2264,1.1034536539717508
"Mississippi",1797114,9,199679,-5495,-2.6782145885930966
"Missouri",3293335,16,205833,659,0.32119079415520485
"Montana",366338,2,183169,-22005,-10.725043134120307
"Nebraska",1192214,6,198702,-6472,-3.15439578114186
"Nevada",80293,1,80293,-124881,-60.86589918800628
"New Hampshire",430572,2,215286,10112,4.928499712439198
"New Jersey",2537167,12,211431,6257,3.0496066753097373
"New York",9108934,44,207021,1847,0.9002115277764239
"North Carolina",2206287,11,200572,-4602,-2.242974255997349
"North Dakota",574403,3,191468,-13706,-6.680183649000361
"Ohio",4767121,23,207266,2092,1.0196223693060524
"Oklahoma",1657155,8,207144,1970,0.9601606441361966
"Oregon",672765,3,224255,19081,9.299911294803435
"Pennsylvania",7665111,37,207165,1991,0.9703958591244505
"Rhode Island",542610,3,180870,-24304,-11.845555479739147
"South Carolina",1515400,7,216486,11312,5.513369140339419
"South Dakota",575676,3,191892,-13282,-6.473529784475616
"Tennessee",2184789,11,198617,-6557,-3.195824032284792
"Texas",3896542,19,205081,-93,-0.04532738066226715
"Utah",371864,2,185932,-19242,-9.378381276380047
"Vermont",355956,2,177978,-27196,-13.25509080097868
"Virginia",2061612,10,206161,987,0.48105510444793204
"Washington",1140134,5,228027,22853,11.138350863169798
"West Virginia",1221119,6,203520,-1654,-0.8061450281224717
"Wisconsin",2332853,11,212078,6904,3.36494877518594
"Wyoming",144658,1,144658,-60516,-29.49496524900816
"Arizona",180225,1,180225,-24949,-12.159922797235517
"New Mexico",316983,2,158492,-46682,-22.75239552769844
"Alaska",64356,1,64356,-140818,-68.63345258171113
"Hawaii",191909,1,191909,-13265,-6.46524413424703
"Puerto Rico",1118012,5,223602,18428,8.98164484778773
"TOTAL",92943602,453,205174,0,0.0
