"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2832961,11,257542,-3459,-1.3252822786119594
"Arizona",499261,2,249630,-11371,-4.356688288550618
"Arkansas",1949387,7,278484,17483,6.698441768422343
"California",6907387,26,265669,4668,1.7884988946402502
"Colorado",1123296,4,280824,19823,7.594990057509358
"Connecticut",1709242,7,244177,-16824,-6.44595231435895
"Delaware",266505,1,266505,5504,2.108804180826893
"Florida",1897414,7,271059,10058,3.853625081896238
"Georgia",3123723,12,260310,-691,-0.2647499434868066
"Idaho",524873,2,262436,1435,0.5498063225811396
"Illinois",7897241,30,263241,2240,0.858234259638852
"Indiana",3427796,13,263677,2676,1.0252834280328427
"Iowa",2538268,10,253827,-7174,-2.748648472611216
"Kansas",1801028,7,257290,-3711,-1.4218336328213301
"Kentucky",2845627,11,258693,-2308,-0.8842877996636028
"Louisiana",2363880,9,262653,1652,0.6329477664836534
"Maine",847226,3,282409,21408,8.202267424262741
"Maryland",1821244,7,260178,-823,-0.3153244623583818
"Massachusetts",4316721,16,269795,8794,3.3693357496714573
"Michigan",5256106,20,262805,1804,0.6911850912448612
"Minnesota",2792300,11,253845,-7156,-2.7417519473105467
"Mississippi",2183796,8,272974,11973,4.58733874582856
"Missouri",3784664,14,270333,9332,3.575465228102574
"Montana",559456,2,279728,18727,7.175068294757492
"Nebraska",1315834,5,263167,2166,0.8298818778472112
"Nevada",110247,1,110247,-150754,-57.75993195428371
"New Hampshire",491524,2,245762,-15239,-5.838674947605565
"New Jersey",4160165,16,260010,-991,-0.3796920318312957
"New Mexico",531818,2,265909,4908,1.880452565315842
"New York",13479142,52,259214,-1787,-0.6846717062386735
"North Carolina",3571623,14,255116,-5885,-2.254780633024395
"North Dakota",641935,3,213978,-47023,-18.016406067409704
"Ohio",6907612,26,265677,4676,1.7915640169961036
"Oklahoma",2336434,9,259604,-1397,-0.5352469913908375
"Oregon",1089684,4,272421,11420,4.375462162980218
"Pennsylvania",9900180,38,260531,-470,-0.18007593840636626
"Rhode Island",713346,3,237782,-23219,-8.896134497568974
"South Carolina",1899804,7,271401,10400,3.9846590626089555
"South Dakota",642961,3,214320,-46681,-17.885372086696986
"Tennessee",2915841,11,265076,4075,1.5612967000126436
"Texas",6414824,25,256593,-4408,-1.6888824180750266
"Utah",550310,2,275155,14154,5.4229677280929955
"Vermont",359231,1,359231,98230,37.635871126930546
"Virginia",2677773,10,267777,6776,2.596158635407527
"Washington",1736191,7,248027,-12974,-4.970862180604672
"West Virginia",1901974,7,271711,10710,4.103432553898261
"Wisconsin",3137587,12,261466,465,0.1781602369339581
"Wyoming",250742,1,250742,-10259,-3.930636281087046
"Alaska",72524,1,72524,-188477,-72.21313328301424
"Hawaii",423330,2,211665,-49336,-18.902609568545714
"Puerto Rico",1869255,7,267036,6035,2.312251677196639
"TOTAL",133371293,511,261001,0,0.0
