"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3266740,10,326674,7611,2.3854223147152758
"Alaska",226167,1,226167,-92896,-29.115253100484857
"Arizona",1302161,4,325540,6477,2.0300066131140246
"Arkansas",1786272,6,297712,-21351,-6.6917818737992185
"California",15717204,49,320759,1696,0.5315564637704779
"Colorado",1753947,6,292324,-26739,-8.38047658299458
"Connecticut",2535234,8,316904,-2159,-0.6766688710380082
"Delaware",446292,1,446292,127229,39.875823896847955
"Florida",4951560,16,309472,-9591,-3.0059894127492064
"Georgia",3943116,12,328593,9530,2.986870931446141
"Hawaii",632772,2,316386,-2677,-0.8390192532509253
"Idaho",667191,2,333596,14533,4.554899816023795
"Illinois",10081158,32,315036,-4027,-1.2621331837286052
"Indiana",4662498,15,310833,-8230,-2.579427887282449
"Iowa",2757537,9,306393,-12670,-3.971002591964597
"Kansas",2178611,7,311230,-7833,-2.455001049949383
"Kentucky",3038156,10,303816,-15247,-4.778680072587545
"Louisiana",3257022,10,325702,6639,2.0807802847713464
"Maine",969265,3,323088,4025,1.2615063482760458
"Maryland",3100689,10,310069,-8994,-2.8188790301601876
"Massachusetts",5148578,16,321786,2723,0.8534364686597944
"Michigan",7823194,24,325966,6903,2.1635225645092038
"Minnesota",3413864,11,310351,-8712,-2.7304952313492947
"Mississippi",2178141,7,311163,-7900,-2.4760000376101274
"Missouri",4319813,14,308558,-10505,-3.29245321456891
"Montana",674767,2,337384,18321,5.742126163171537
"Nebraska",1411330,4,352832,33769,10.583803198741315
"Nevada",285278,1,285278,-33785,-10.588817882361791
"New Hampshire",606921,2,303460,-15603,-4.890256783143141
"New Jersey",6066782,19,319304,241,0.07553367203342287
"New Mexico",951023,3,317008,-2055,-0.6440734275049128
"New York",16782304,53,316647,-2416,-0.7572172266919073
"North Carolina",4556155,14,325440,6377,1.998664840486048
"North Dakota",632446,2,316223,-2840,-0.8901063426345267
"Ohio",9706397,30,323547,4484,1.4053650846384569
"Oklahoma",2328284,7,332612,13549,4.246496773364508
"Oregon",1768687,6,294781,-24282,-7.610409229525203
"Pennsylvania",11319366,35,323410,4347,1.3624268561381294
"Rhode Island",859488,3,286496,-32567,-10.207075091753039
"South Carolina",2382594,7,340371,21308,6.678304911569189
"South Dakota",680514,2,340257,21194,6.642575290773295
"Tennessee",3567089,11,324281,5218,1.635413695727803
"Texas",9579677,30,319323,260,0.08148860883273837
"Utah",890627,3,296876,-22187,-6.9537990929691
"Vermont",389881,1,389881,70818,22.195616539680252
"Virginia",3966949,12,330579,11516,3.60931853583775
"Washington",2853214,9,317024,-2039,-0.6390587438844366
"West Virginia",1860421,6,310070,-8993,-2.818565612433908
"Wisconsin",3951777,12,329315,10252,3.2131585298201295
"Wyoming",330066,1,330066,11003,3.4485352422562316
"Puerto Rico",2349544,7,335649,16586,5.198346408076148
"TOTAL",180908763,567,319063,0,0.0
