"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3061743,11,278340,-7145,-2.502758463667093
"Arizona",749587,3,249862,-35623,-12.478063646075977
"Arkansas",1909511,7,272787,-12698,-4.447869415205703
"California",10586223,37,286114,629,0.22032681226684414
"Colorado",1325089,5,265018,-20467,-7.169203285636723
"Connecticut",2007280,7,286754,1269,0.44450671664010366
"Delaware",318085,1,318085,32600,11.419163879012908
"Florida",2771305,10,277130,-8355,-2.9265985953727864
"Georgia",3444578,12,287048,1563,0.5474893602115698
"Idaho",588637,2,294318,8833,3.094032961451565
"Illinois",8712176,30,290406,4921,1.723733295970016
"Indiana",3934224,14,281016,-4469,-1.5654062385064016
"Iowa",2621073,9,291230,5745,2.0123649228505873
"Kansas",1905299,7,272186,-13299,-4.658388356656216
"Kentucky",2944806,10,294481,8996,3.151128780846629
"Louisiana",2683516,9,298168,12683,4.442615198696955
"Maine",913774,3,304591,19106,6.692470707742963
"Maryland",2343001,8,292875,7390,2.5885773333099813
"Massachusetts",4690514,16,293157,7672,2.687356603674449
"Michigan",6371766,22,289626,4141,1.450514037515106
"Minnesota",2982483,10,298248,12763,4.470637686743611
"Mississippi",2178914,8,272364,-13121,-4.596038320752404
"Missouri",3954653,14,282475,-3010,-1.0543461127554863
"Montana",591024,2,295512,10027,3.512268595547927
"Nebraska",1325510,5,265102,-20383,-7.139779673187734
"Nevada",160083,1,160083,-125402,-43.92595057533671
"New Hampshire",533242,2,266621,-18864,-6.607702681401825
"New Jersey",4835329,17,284431,-1054,-0.3691962800147118
"New Mexico",681187,2,340594,55109,19.30364117204056
"New York",14830192,52,285196,-289,-0.10123123806855
"North Carolina",4061929,14,290138,4653,1.6298579610137136
"North Dakota",619636,2,309818,24333,8.523390020491444
"Ohio",7946627,28,283808,-1677,-0.5874214056780567
"Oklahoma",2233351,8,279169,-6316,-2.212375431283605
"Oregon",1521341,5,304268,18783,6.579329912254585
"Pennsylvania",10498012,37,283730,-1755,-0.6147433315235477
"Rhode Island",791896,3,263965,-21520,-7.538049284550851
"South Carolina",2117027,7,302432,16947,5.936213811583796
"South Dakota",652740,2,326370,40885,14.321242797344869
"Tennessee",3291718,12,274310,-11175,-3.914391299017461
"Texas",7711194,27,285600,115,0.04028232656707007
"Utah",688862,2,344431,58946,20.64766975497837
"Vermont",377747,1,377747,92262,32.31763490200886
"Virginia",3318680,12,276557,-8928,-3.127309666006971
"Washington",2378963,8,297370,11885,4.163090880431546
"West Virginia",2005552,7,286507,1022,0.35798728479604885
"Wisconsin",3434575,12,286215,730,0.25570520342574915
"Wyoming",290529,1,290529,5044,1.766817871341752
"Alaska",128643,1,128643,-156842,-54.938788377673085
"Hawaii",499794,2,249897,-35588,-12.465803807555563
"Puerto Rico",2210703,8,276338,-9147,-3.204021227034695
"TOTAL",152734323,535,285485,0,0.0
