"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",5030053,10,503005,24217,5.05797973215703
"Alaska",736081,2,368040,-110748,-23.130905536479613
"Arizona",7158923,15,477262,-1526,-0.3187214382983701
"Arkansas",3013756,6,502293,23505,4.90927090904534
"California",39576757,83,476828,-1960,-0.40936698497038354
"Colorado",5782171,12,481848,3060,0.6391137622496805
"Connecticut",3608298,8,451037,-27751,-5.796093469343425
"Delaware",990837,2,495418,16630,3.473353551049734
"Florida",21570527,45,479345,557,0.11633541358597124
"Georgia",10725274,22,487512,8724,1.822100804531442
"Hawaii",1460137,3,486712,7924,1.6550122392374078
"Idaho",1841377,4,460344,-18444,-3.852226872853956
"Illinois",12822739,27,474916,-3872,-0.808708656023125
"Indiana",6790280,14,485020,6232,1.3016199236405257
"Iowa",3192406,7,456058,-22730,-4.747403861416744
"Kansas",2940865,6,490144,11356,2.3718221843488143
"Kentucky",4509342,9,501038,22250,4.647150722240323
"Louisiana",4661468,10,466147,-12641,-2.6402081923523566
"Maine",1363582,3,454527,-24261,-5.067169603248202
"Maryland",6185278,13,475791,-2997,-0.6259555377327752
"Massachusetts",7033469,15,468898,-9890,-2.0656323884474967
"Michigan",10084442,21,480212,1424,0.2974176462233807
"Minnesota",5709752,12,475813,-2975,-0.6213606021871894
"Mississippi",2963914,6,493986,15198,3.1742650191734127
"Missouri",6160281,13,473868,-4920,-1.0275946765583097
"Montana",1085407,2,542704,63916,13.349540924166856
"Nebraska",1963333,4,490833,12045,2.515727211208301
"Nevada",3108462,7,444066,-34722,-7.2520614551743146
"New Hampshire",1379089,3,459696,-19092,-3.987568610742124
"New Jersey",9294493,19,489184,10396,2.1713159059959732
"New Mexico",2120220,4,530055,51267,10.707661846161558
"New York",20215751,42,481327,2539,0.5302973341019407
"North Carolina",10453948,22,475179,-3609,-0.7537782901827114
"North Dakota",779702,2,389851,-88937,-18.575444664444387
"Ohio",11808848,25,472354,-6434,-1.3438097863772693
"Oklahoma",3963516,8,495440,16652,3.4779484865953196
"Oregon",4241500,9,471278,-7510,-1.5685439066977451
"Pennsylvania",13011844,27,481920,3132,0.6541517331261435
"Rhode Island",1098163,2,549082,70294,14.68165451097354
"South Carolina",5124712,11,465883,-12905,-2.6953474188993876
"South Dakota",887770,2,443885,-34903,-7.289865243072089
"Tennessee",6916897,14,494064,15276,3.190556154289581
"Texas",29183290,61,478415,-373,-0.0779050435683434
"Utah",3275252,7,467893,-10895,-2.275537398598127
"Vermont",643503,1,643503,164715,34.402491290508536
"Virginia",8654542,18,480808,2020,0.4218986273674361
"Washington",7715946,16,482247,3459,0.72244918419008
"West Virginia",1795045,4,448761,-30027,-6.271460437604953
"Wisconsin",5897473,12,491456,12668,2.64584743143103
"Wyoming",577719,1,577719,98931,20.66279856638011
"District of Columbia",691533,2,345766,-133022,-27.783068915678754
"TOTAL",331799967,693,478788,0,0.0
