"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2832961,11,257542,-1098,-0.42452830188679247
"Arizona",499261,2,249630,-9010,-3.483606557377049
"Arkansas",1949387,7,278484,19844,7.672440457779152
"California",6907387,27,255829,-2811,-1.086838849365914
"Colorado",1123296,4,280824,22184,8.577172904423136
"Connecticut",1709242,7,244177,-14463,-5.5919424682957
"Delaware",266505,1,266505,7865,3.0409062789978347
"Florida",1897414,7,271059,12419,4.801654809774203
"Georgia",3123723,12,260310,1670,0.645685122177544
"Idaho",524873,2,262436,3796,1.4676770801113517
"Illinois",7897241,30,263241,4601,1.7789205072687906
"Indiana",3427796,13,263677,5037,1.9474945870708322
"Iowa",2538268,10,253827,-4813,-1.8608877203835448
"Kansas",1801028,7,257290,-1350,-0.5219610269099907
"Kentucky",2845627,11,258693,53,0.020491803278688523
"Louisiana",2363880,9,262653,4013,1.5515774822146613
"Maine",847226,3,282409,23769,9.189993813795237
"Maryland",1821244,7,260178,1538,0.5946489328796783
"Massachusetts",4316721,17,253925,-4715,-1.8229972162078567
"Michigan",5256106,20,262805,4165,1.6103464274667492
"Minnesota",2792300,11,253845,-4795,-1.8539282400247448
"Mississippi",2183796,8,272974,14334,5.542066192390968
"Missouri",3784664,15,252311,-6329,-2.4470306217135787
"Montana",559456,2,279728,21088,8.153417878131766
"Nebraska",1315834,5,263167,4527,1.7503093102381688
"Nevada",110247,1,110247,-148393,-57.374342715743886
"New Hampshire",491524,2,245762,-12878,-4.979121558923601
"New Jersey",4160165,16,260010,1370,0.5296937828642128
"New Mexico",531818,2,265909,7269,2.8104701515620167
"New York",13479142,52,259214,574,0.22193009588617382
"North Carolina",3571623,14,255116,-3524,-1.3625115991339314
"North Dakota",641935,3,213978,-44662,-17.26801732137334
"Ohio",6907612,27,255837,-2803,-1.083745746984225
"Oklahoma",2336434,9,259604,964,0.3727188369935045
"Oregon",1089684,4,272421,13781,5.328255490256727
"Pennsylvania",9900180,38,260531,1891,0.7311320754716981
"Rhode Island",713346,3,237782,-20858,-8.064491184658213
"South Carolina",1899804,7,271401,12761,4.933884936591401
"South Dakota",642961,3,214320,-44320,-17.13578719455614
"Tennessee",2915841,11,265076,6436,2.488400866068667
"Texas",6414824,25,256593,-2047,-0.7914475719146304
"Utah",550310,2,275155,16515,6.385323229198886
"Vermont",359231,1,359231,100591,38.89228270955768
"Virginia",2677773,10,267777,9137,3.5327095576863594
"Washington",1736191,7,248027,-10613,-4.10338694710795
"West Virginia",1901974,7,271711,13071,5.0537426538818435
"Wisconsin",3137587,12,261466,2826,1.0926384163315805
"Wyoming",250742,1,250742,-7898,-3.0536653263223013
"Alaska",72524,1,72524,-186116,-71.95948035879988
"Hawaii",423330,2,211665,-46975,-18.162310547479123
"District of Columbia",663091,3,221030,-37610,-14.541447571914631
"TOTAL",132165129,511,258640,0,0.0
