"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,11,213470,-9606,-4.3061557496099985
"Arizona",309754,1,309754,86678,38.8558159551005
"Arkansas",1752204,8,219026,-4050,-1.8155247538955335
"California",3426031,15,228402,5326,2.387527120801879
"Colorado",939161,4,234790,11714,5.251125177069698
"Connecticut",1380631,6,230105,7029,3.1509440728720257
"Delaware",223003,1,223003,-73,-0.03272427334182072
"Florida",968470,4,242118,19042,8.536104287328085
"Georgia",2895832,13,222756,-320,-0.14344886944359772
"Idaho",430442,2,215221,-7855,-3.521221467123312
"Illinois",6485280,29,223630,554,0.24834585522422853
"Indiana",2930390,13,225415,2339,1.0485215800892969
"Iowa",2404021,11,218547,-4529,-2.030249780343919
"Kansas",1769257,8,221157,-1919,-0.860244938944575
"Kentucky",2416630,11,219694,-3382,-1.5160752389320231
"Louisiana",1798509,8,224814,1738,0.77910667216554
"Maine",768014,3,256005,32929,14.761336943463213
"Maryland",1449661,6,241610,18534,8.308379207086373
"Massachusetts",3852356,17,226609,3533,1.5837651742007206
"Michigan",3668412,16,229276,6200,2.7793218454697053
"Minnesota",2385656,11,216878,-6198,-2.778425290035683
"Mississippi",1790618,8,223827,751,0.33665656547544337
"Missouri",3404055,15,226937,3861,1.7308002653804082
"Montana",541511,2,270756,47680,21.373881547096058
"Nebraska",1296372,6,216062,-7014,-3.144219907116857
"Nevada",75820,1,75820,-147256,-66.01158349620758
"New Hampshire",443083,2,221542,-1534,-0.6876580178952465
"New Jersey",3155900,14,225421,2345,1.0512112463913643
"New Mexico",353428,2,176714,-46362,-20.783051516075236
"New York",10380987,46,225674,2598,1.1646255087952089
"North Carolina",2559123,11,232648,9572,4.290914307231616
"North Dakota",645145,3,215048,-8028,-3.5987735121662574
"Ohio",5759394,26,221515,-1561,-0.69976151625455
"Oklahoma",2028283,9,225365,2289,1.0261076942387348
"Oregon",783389,4,195847,-27229,-12.20615395649913
"Pennsylvania",8720017,39,223590,514,0.2304147465437788
"Rhode Island",604397,3,201466,-21610,-9.687281464612957
"South Carolina",1683724,8,210466,-12610,-5.652782011511772
"South Dakota",631239,3,210413,-12663,-5.676540730513368
"Tennessee",2337885,10,233788,10712,4.801950904624433
"Texas",4663228,21,222058,-1018,-0.4563467159174452
"Utah",448388,2,224194,1118,0.5011744876185694
"Vermont",352428,2,176214,-46862,-21.007190374580862
"Virginia",2309187,10,230919,7843,3.5158421345191773
"Washington",1354596,6,225766,2690,1.2058670587602431
"West Virginia",1463701,7,209100,-13976,-6.265129372949129
"Wisconsin",2631305,12,219275,-3801,-1.703903602359734
"Wyoming",193487,1,193487,-29589,-13.264089368645662
"Alaska",55036,1,55036,-168040,-75.32858756656924
"Hawaii",255912,1,255912,32836,14.719647115781168
"District of Columbia",437571,2,218786,-4290,-1.9231114059782315
"TOTAL",105961097,475,223076,0,0.0
