"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3266740,10,326674,9288,2.926405071427221
"Alaska",226167,1,226167,-91219,-28.740713200960343
"Arizona",1302161,4,325540,8154,2.5691114289855257
"Arkansas",1786272,6,297712,-19674,-6.198761129980528
"California",15717204,49,320759,3373,1.062743788320846
"Colorado",1753947,6,292324,-25062,-7.896378542216732
"Connecticut",2535234,8,316904,-482,-0.151865551725659
"Delaware",446292,1,446292,128906,40.614897947609535
"Florida",4951560,16,309472,-7914,-2.493493726881463
"Georgia",3943116,12,328593,11207,3.5310316145009546
"Hawaii",632772,2,316386,-1000,-0.31507375876692734
"Idaho",667191,2,333596,16210,5.107345629611892
"Illinois",10081158,32,315036,-2350,-0.7404233331022793
"Indiana",4662498,15,310833,-6553,-2.064678341199675
"Iowa",2757537,9,306393,-10993,-3.4636058301248323
"Kansas",2178611,7,311230,-6156,-1.9395940589692047
"Kentucky",3038156,10,303816,-13570,-4.275550906467204
"Louisiana",3257022,10,325702,8316,2.6201533779057677
"Maine",969265,3,323088,5702,1.7965505724890196
"Maryland",3100689,10,310069,-7317,-2.305394692897607
"Massachusetts",5148578,16,321786,4400,1.3863245385744802
"Michigan",7823194,25,312928,-4458,-1.4045988165829622
"Minnesota",3413864,11,310351,-7035,-2.216543892925334
"Mississippi",2178141,7,311163,-6223,-1.9607040008065888
"Missouri",4319813,14,308558,-8828,-2.7814711423944343
"Montana",674767,2,337384,19998,6.300845027821013
"Nebraska",1411330,4,352832,35446,11.168104453252505
"Nevada",285278,1,285278,-32108,-10.116388246488503
"New Hampshire",606921,2,303460,-13926,-4.38771716458823
"New Jersey",6066782,19,319304,1918,0.6043114693149667
"New Mexico",951023,3,317008,-378,-0.11909788081389854
"New York",16782304,53,316647,-739,-0.2328395077287593
"North Carolina",4556155,14,325440,8054,2.537604053108833
"North Dakota",632446,2,316223,-1163,-0.3664307814459365
"Ohio",9706397,30,323547,6161,1.9411694277630394
"Oklahoma",2328284,7,332612,15226,4.7973130509852355
"Oregon",1768687,6,294781,-22605,-7.122242316926393
"Pennsylvania",11319366,36,314427,-2959,-0.932303252191338
"Rhode Island",859488,3,286496,-30890,-9.732628408310386
"South Carolina",2382594,8,297824,-19562,-6.163472868998633
"South Dakota",680514,2,340257,22871,7.206051936758396
"Tennessee",3567089,11,324281,6895,2.172433566697964
"Texas",9579677,30,319323,1937,0.6102978707315383
"Utah",890627,3,296876,-20510,-6.462162792309679
"Vermont",389881,1,389881,72495,22.841272141808396
"Virginia",3966949,12,330579,13193,4.156768099412073
"Washington",2853214,9,317024,-362,-0.1140567006736277
"West Virginia",1860421,6,310070,-7316,-2.3050796191388403
"Wisconsin",3951777,12,329315,11929,3.7585148683306766
"Wyoming",330066,1,330066,12680,3.9951352611646387
"District of Columbia",763956,2,381978,64592,20.351244226273373
"TOTAL",179323175,565,317386,0,0.0
