"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4062608,10,406261,10647,2.691259662195979
"Alaska",551947,1,551947,156333,39.516548959339154
"Arizona",3677985,9,408665,13051,3.2989226872658706
"Arkansas",2362239,6,393706,-1908,-0.4822882911120436
"California",29839250,75,397857,2243,0.5669667908617997
"Colorado",3307912,8,413489,17875,4.518293083662358
"Connecticut",3295669,8,411959,16345,4.131552472864964
"Delaware",668696,2,334348,-61266,-15.486307360204643
"Florida",13003362,33,394041,-1573,-0.39760979136228747
"Georgia",6508419,16,406776,11162,2.8214370573336636
"Hawaii",1115274,3,371758,-23856,-6.030120268746809
"Idaho",1011986,3,337329,-58285,-14.732795098252339
"Illinois",11466682,29,395403,-211,-0.05333481626029412
"Indiana",5564228,14,397445,1831,0.4628248747516519
"Iowa",2787424,7,398203,2589,0.6544257786630403
"Kansas",2485600,6,414267,18653,4.714949420394627
"Kentucky",3698969,9,410997,15383,3.8883861541805906
"Louisiana",4238216,11,385292,-10322,-2.6091088788566634
"Maine",1233223,3,411074,15460,3.9078495705409817
"Maryland",4798622,12,399885,4271,1.079587678899129
"Massachusetts",6029051,15,401937,6323,1.5982750863215152
"Michigan",9328784,24,388699,-6915,-1.747915897819592
"Minnesota",4387029,11,398821,3207,0.8106386528282619
"Mississippi",2586443,7,369492,-26122,-6.602900807352621
"Missouri",5137804,13,395216,-398,-0.10060311313553111
"Montana",803655,2,401828,6214,1.5707229774477143
"Nebraska",1584617,4,396154,540,0.1364966861637859
"Nevada",1206152,3,402051,6437,1.6270910534005367
"New Hampshire",1113915,3,371305,-24309,-6.144625822139763
"New Jersey",7748634,20,387432,-8182,-2.068177567022401
"New Mexico",1521779,4,380445,-15169,-3.8342930229971635
"New York",18044505,46,392272,-3342,-0.8447628243692085
"North Carolina",6657630,17,391625,-3989,-1.0083060761247074
"North Dakota",641364,2,320682,-74932,-18.940684606712605
"Ohio",10887325,27,403234,7620,1.9261199047556454
"Oklahoma",3157604,8,394700,-914,-0.23103327991425984
"Oregon",2853733,7,407676,12062,3.0489315342733065
"Pennsylvania",11924710,30,397490,1876,0.47419959859863403
"Rhode Island",1005984,3,335328,-60286,-15.238591151981476
"South Carolina",3505707,9,389523,-6091,-1.5396320655992963
"South Dakota",699999,2,350000,-45614,-11.529925634583204
"Tennessee",4896641,12,408053,12439,3.144226442946913
"Texas",17059805,43,396740,1126,0.28462086781559803
"Utah",1727784,4,431946,36332,9.18369926241235
"Vermont",564964,2,282482,-113132,-28.596561294595237
"Virginia",6216568,16,388536,-7078,-1.7891176753097717
"Washington",4887941,12,407328,11714,2.960967003189978
"West Virginia",1801625,5,360325,-35289,-8.920058440803409
"Wisconsin",4906745,12,408895,13281,3.3570601647060014
"Wyoming",455975,1,455975,60361,15.257549025059781
"District of Columbia",609909,2,304954,-90660,-22.91627697705339
"TOTAL",249632692,631,395614,0,0.0
