"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4802982,11,436635,-20954,-4.5792184689754345
"Alaska",721523,2,360762,-96827,-21.160255163476393
"Arizona",6412700,14,458050,461,0.10074542875812137
"Arkansas",2926229,6,487705,30116,6.5814519142724155
"California",37341989,82,455390,-2199,-0.4805622512778935
"Colorado",5044930,11,458630,1041,0.22749672741259078
"Connecticut",3581628,8,447704,-9885,-2.160235495171431
"Delaware",900877,2,450438,-7151,-1.5627560977208805
"Florida",18900773,41,460994,3405,0.7441175377904626
"Georgia",9727566,21,463217,5628,1.2299246703919893
"Hawaii",1366862,3,455621,-1968,-0.4300802685379238
"Idaho",1573499,3,524500,66911,14.62251059356759
"Illinois",12864380,28,459442,1853,0.4049485455288479
"Indiana",6501582,14,464399,6810,1.4882350755809253
"Iowa",3053787,7,436255,-21334,-4.662262423266294
"Kansas",2863813,6,477302,19713,4.3080143971992335
"Kentucky",4350606,10,435061,-22528,-4.923195269117047
"Louisiana",4553962,10,455396,-2193,-0.4792510309469851
"Maine",1333074,3,444358,-13231,-2.8914593663746286
"Maryland",5789929,13,445379,-12210,-2.6683333733983994
"Massachusetts",6559644,14,468546,10957,2.3945068609603815
"Michigan",9911626,22,450528,-7061,-1.543087792757256
"Minnesota",5314879,12,442907,-14682,-3.2085561497326207
"Mississippi",2978240,7,425463,-32126,-7.020710725126697
"Missouri",6011478,13,462421,4832,1.055969439824821
"Montana",994416,2,497208,39619,8.65820638170935
"Nebraska",1831825,4,457956,367,0.08020297690722461
"Nevada",2709432,6,451572,-6017,-1.314935455179211
"New Hampshire",1321445,3,440482,-17107,-3.7385077001413936
"New Jersey",8807501,19,463553,5964,1.3033530089228542
"New Mexico",2067273,5,413455,-44134,-9.64489968071785
"New York",19421055,42,462406,4817,1.0526913889975502
"North Carolina",9565781,21,455513,-2076,-0.45368223449427325
"North Dakota",675905,2,337952,-119637,-26.145077788146132
"Ohio",11568495,25,462740,5151,1.125682654084779
"Oklahoma",3764882,8,470610,13021,2.845566654792838
"Oregon",3848606,8,481076,23487,5.132771985340557
"Pennsylvania",12734905,28,454818,-2771,-0.6055652561578185
"Rhode Island",1055247,2,527624,70035,15.30521931252718
"South Carolina",4645975,10,464598,7009,1.5317238832227174
"South Dakota",819761,2,409880,-47709,-10.426168461217381
"Tennessee",6375431,14,455388,-2201,-0.4809993247215296
"Texas",25268418,55,459426,1837,0.40145195797975913
"Utah",2770765,6,461794,4205,0.9189469152449031
"Vermont",630337,1,630337,172748,37.75178162062462
"Virginia",8037736,18,446541,-11048,-2.414393702645824
"Washington",6753369,15,450225,-7364,-1.6093044194681254
"West Virginia",1859815,4,464954,7365,1.6095229561899433
"Wisconsin",5698230,12,474852,17263,3.772599428745009
"Wyoming",568300,1,568300,110711,24.194419009198214
"District of Columbia",604598,1,604598,147009,32.126864937749815
"TOTAL",309788061,677,457589,0,0.0
