"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",5030053,11,457278,-20512,-4.29309947885054
"Alaska",736081,2,368040,-109750,-22.9703426191423
"Arizona",7158923,15,477262,-528,-0.11050880093765043
"Arkansas",3013756,6,502293,24503,5.128403691998576
"California",39576757,83,476828,-962,-0.20134368655685553
"Colorado",5782171,12,481848,4058,0.8493271102367148
"Connecticut",3608298,8,451037,-26753,-5.599321877812428
"Delaware",990837,2,495418,17628,3.6894870131229203
"Florida",21570527,45,479345,1555,0.32545679064023947
"Georgia",10725274,22,487512,9722,2.034785156658783
"Hawaii",1460137,3,486712,8922,1.8673475794805248
"Idaho",1841377,4,460344,-17446,-3.6513949643148664
"Illinois",12822739,27,474916,-2874,-0.6015194960128927
"Indiana",6790280,14,485020,7230,1.5132171037485087
"Iowa",3192406,7,456058,-21732,-4.548441784047385
"Kansas",2940865,6,490144,12354,2.5856547855752527
"Kentucky",4509342,9,501038,23248,4.865735992800184
"Louisiana",4661468,10,466147,-11643,-2.4368446388580756
"Maine",1363582,3,454527,-23263,-4.868875447372276
"Maryland",6185278,13,475791,-1999,-0.4183846459741728
"Massachusetts",7033469,15,468898,-8892,-1.8610686703363404
"Michigan",10084442,21,480212,2422,0.5069172649071768
"Minnesota",5709752,12,475813,-1977,-0.41378011260177067
"Mississippi",2963914,6,493986,16196,3.389773749973838
"Missouri",6160281,13,473868,-3922,-0.8208627221164109
"Montana",1085407,2,542704,64914,13.586303606186819
"Nebraska",1963333,4,490833,13043,2.7298603989200276
"Nevada",3108462,7,444066,-33724,-7.058331065949476
"New Hampshire",1379089,3,459696,-18094,-3.787019401829256
"New Jersey",9294493,19,489184,11394,2.3847296929613426
"New Mexico",2120220,4,530055,52265,10.938906214027083
"New York",20215751,42,481327,3537,0.7402833880993742
"North Carolina",10453948,22,475179,-2611,-0.5464743925155403
"North Dakota",779702,2,389851,-87939,-18.405366374348564
"Ohio",11808848,25,472354,-5436,-1.1377383369262646
"Oklahoma",3963516,8,495440,17650,3.694091546495322
"Oregon",4241500,9,471278,-6512,-1.3629418782310219
"Pennsylvania",13011844,27,481920,4130,0.8643964921827582
"Rhode Island",1098163,2,549082,71292,14.921199690240483
"South Carolina",5124712,11,465883,-11907,-2.492099039326901
"South Dakota",887770,2,443885,-33905,-7.096213817786056
"Tennessee",6916897,15,461126,-16664,-3.4877247326231187
"Texas",29183290,61,478415,625,0.13081060717051424
"Utah",3275252,7,467893,-9897,-2.071412126666527
"Vermont",643503,1,643503,165713,34.683229033675886
"Virginia",8654542,18,480808,3018,0.6316582599049791
"Washington",7715946,16,482247,4457,0.9328366018543711
"West Virginia",1795045,4,448761,-29029,-6.075681784884573
"Wisconsin",5897473,12,491456,13666,2.860252412147596
"Wyoming",577719,1,577719,99929,20.914837062307708
"TOTAL",331108434,693,477790,0,0.0
