"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4802982,11,436635,-20061,-4.392637553208261
"Alaska",721523,2,360762,-95934,-21.006095958799726
"Arizona",6412700,14,458050,1354,0.2964773065671694
"Arkansas",2926229,6,487705,31009,6.7898558340778115
"California",37341989,82,455390,-1306,-0.2859670327745371
"Colorado",5044930,11,458630,1934,0.423476448228143
"Connecticut",3581628,8,447704,-8992,-1.9689246238197837
"Delaware",900877,2,450438,-6258,-1.370276945714436
"Florida",18900773,41,460994,4298,0.9411074325152837
"Georgia",9727566,21,463217,6521,1.4278644875365671
"Hawaii",1366862,3,455621,-1075,-0.23538634014749418
"Idaho",1573499,3,524500,67804,14.846637588242507
"Illinois",12864380,28,459442,2746,0.6012752465535061
"Indiana",6501582,14,464399,7703,1.6866799796801373
"Iowa",3053787,7,436255,-20441,-4.475843887399933
"Kansas",2863813,6,477302,20606,4.511972953562108
"Kentucky",4350606,10,435061,-21635,-4.737286947991662
"Louisiana",4553962,10,455396,-1300,-0.2846532485504581
"Maine",1333074,3,444358,-12338,-2.7015782927811935
"Maryland",5789929,13,445379,-11317,-2.4780160106504105
"Massachusetts",6559644,14,468546,11850,2.594723842556099
"Michigan",9911626,22,450528,-6168,-1.3505701823532503
"Minnesota",5314879,12,442907,-13789,-3.0192951109709742
"Mississippi",2978240,7,425463,-31233,-6.838903778443428
"Missouri",6011478,13,462421,5725,1.2535691138087481
"Montana",994416,2,497208,40512,8.87067108098166
"Nebraska",1831825,4,457956,1260,0.2758946870565978
"Nevada",2709432,6,451572,-5124,-1.1219717273634977
"New Hampshire",1321445,3,440482,-16214,-3.5502829015362516
"New Jersey",8807501,19,463553,6857,1.5014364040849932
"New Mexico",2067273,5,413455,-43241,-9.468223938900275
"New York",19421055,43,451652,-5044,-1.1044546043757775
"North Carolina",9565781,21,455513,-1183,-0.2590344561809168
"North Dakota",675905,2,337952,-118744,-26.000665650673533
"Ohio",11568495,25,462740,6044,1.3234186417222835
"Oklahoma",3764882,8,470610,13914,3.046665615639287
"Oregon",3848606,8,481076,24380,5.338343230507822
"Pennsylvania",12734905,28,454818,-1878,-0.4112144621367386
"Rhode Island",1055247,2,527624,70928,15.53068124091299
"South Carolina",4645975,10,464598,7902,1.730253823112092
"South Dakota",819761,2,409880,-46816,-10.251020372414036
"Tennessee",6375431,14,455388,-1308,-0.2864049608492301
"Texas",25268418,55,459426,2730,0.5977718219559619
"Utah",2770765,6,461794,5098,1.1162786623924887
"Vermont",630337,1,630337,173641,38.021134408884684
"Virginia",8037736,18,446541,-10155,-2.2235797992537707
"Washington",6753369,15,450225,-6471,-1.4169162856692417
"West Virginia",1859815,4,464954,8258,1.8082050204074482
"Wisconsin",5698230,12,474852,18156,3.9755110620631666
"Wyoming",568300,1,568300,111604,24.43726242401948
"TOTAL",309183463,677,456696,0,0.0
