"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3475885,10,347588,1148,0.3313705114882808
"Alaska",304067,1,304067,-42373,-12.230977947119271
"Arizona",1787620,5,357524,11084,3.199399607435631
"Arkansas",1942303,6,323717,-22723,-6.559000115460109
"California",20098863,58,346532,92,0.026555824962475466
"Colorado",2226771,6,371128,24688,7.126197898626025
"Connecticut",3050693,9,338966,-7474,-2.1573721279298
"Delaware",551928,2,275964,-70476,-20.342916522341532
"Florida",6855702,20,342785,-3655,-1.0550167417157372
"Georgia",4627306,13,355947,9507,2.744198129546242
"Hawaii",784901,2,392450,46010,13.280798983951044
"Idaho",719921,2,359960,13520,3.9025516683985684
"Illinois",11184320,32,349510,3070,0.8861563329869531
"Indiana",5228156,15,348544,2104,0.6073201708809606
"Iowa",2846920,8,355865,9425,2.720528807297079
"Kansas",2265846,7,323692,-22748,-6.56621637224339
"Kentucky",3246481,9,360720,14280,4.121925874610322
"Louisiana",3672008,11,333819,-12621,-3.6430550744717705
"Maine",1006320,3,335440,-11000,-3.175152984643806
"Maryland",3953698,11,359427,12987,3.748701073779009
"Massachusetts",5726676,16,357917,11477,3.312839164068814
"Michigan",8937196,26,343738,-2702,-0.7799330331370512
"Minnesota",3833173,11,348470,2030,0.5859600508024478
"Mississippi",2233848,6,372308,25868,7.466805218796906
"Missouri",4718034,14,337002,-9438,-2.724281260824385
"Montana",701573,2,350786,4346,1.2544740792056344
"Nebraska",1496820,4,374205,27765,8.014374783512295
"Nevada",492396,2,246198,-100242,-28.934880498787667
"New Hampshire",746284,2,373142,26702,7.707539545087172
"New Jersey",7208035,21,343240,-3200,-0.9236808682600162
"New Mexico",1026664,3,342221,-4219,-1.2178154947465651
"New York",18338055,53,346001,-439,-0.12671746911442097
"North Carolina",5125230,15,341682,-4758,-1.3733979909941116
"North Dakota",624181,2,312090,-34350,-9.91513682022861
"Ohio",10730200,31,346135,-305,-0.08803833275603279
"Oklahoma",2585486,7,369355,22915,6.614420967555709
"Oregon",2110810,6,351802,5362,1.5477427548781895
"Pennsylvania",11884314,34,349539,3099,0.8945271908555594
"Rhode Island",957798,3,319266,-27174,-7.843782473155525
"South Carolina",2617320,8,327165,-19275,-5.563733979909942
"South Dakota",673247,2,336624,-9816,-2.8333910633876
"Tennessee",3961060,11,360096,13656,3.9418081052996192
"Texas",11298787,33,342387,-4053,-1.1698995497055766
"Utah",1067810,3,355937,9497,2.741311626832929
"Vermont",448327,1,448327,101887,29.40971019512758
"Virginia",4690742,14,335053,-11387,-3.2868606396490017
"Washington",3443487,10,344349,-2091,-0.6035677173536543
"West Virginia",1763331,5,352666,6226,1.797136589308394
"Wisconsin",4447013,13,342078,-4362,-1.2590924835469344
"Wyoming",335719,1,335719,-10721,-3.0946195589423855
"TOTAL",204053325,589,346440,0,0.0
