"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,11,213470,-9624,-4.313876661855541
"Arizona",309754,1,309754,86660,38.84461258482971
"Arkansas",1752204,8,219026,-4068,-1.8234466189140004
"California",3426031,15,228402,5308,2.3792661389369507
"Colorado",939161,4,234790,11696,5.2426331501519545
"Connecticut",1380631,6,230105,7011,3.1426214958716954
"Delaware",223003,1,223003,-91,-0.04078998090491004
"Florida",968470,4,242118,19024,8.527347216868227
"Georgia",2895832,13,222756,-338,-0.15150564336109443
"Idaho",430442,2,215221,-7873,-3.5290057105973265
"Illinois",6485280,29,223630,536,0.24025746994540417
"Indiana",2930390,13,225415,2321,1.0403686338494087
"Iowa",2404021,11,218547,-4547,-2.038154320600285
"Kansas",1769257,8,221157,-1937,-0.8682438792616565
"Kentucky",2416630,11,219694,-3400,-1.5240212645790563
"Louisiana",1798509,8,224814,1720,0.7709754632576403
"Maine",768014,3,256005,32911,14.75207759957686
"Maryland",1449661,6,241610,18516,8.299640510278179
"Massachusetts",3852356,17,226609,3515,1.5755690426457007
"Michigan",3668412,16,229276,6182,2.7710292522434488
"Minnesota",2385656,11,216878,-6216,-2.7862694648892394
"Mississippi",1790618,8,223827,733,0.32856105498130833
"Missouri",3404055,15,226937,3843,1.7225922705227392
"Montana",541511,2,270756,47662,21.364088680107937
"Nebraska",1296372,6,216062,-7032,-3.152034568388213
"Nevada",75820,1,75820,-147274,-66.01432579988705
"New Hampshire",443083,2,221542,-1552,-0.6956708831254986
"New Jersey",3155900,14,225421,2327,1.0430580831398424
"New Mexico",353428,2,176714,-46380,-20.78944301505195
"New York",10380987,46,225674,2580,1.1564631948864603
"North Carolina",2559123,11,232648,9554,4.282499753467149
"North Dakota",645145,3,215048,-8046,-3.606551498471496
"Ohio",5759394,26,221515,-1579,-0.70777340493245
"Oklahoma",2028283,9,225365,2271,1.0179565564291286
"Oregon",783389,4,195847,-27247,-12.213237469407515
"Pennsylvania",8720017,39,223590,496,0.22232780800918
"Rhode Island",604397,3,201466,-21628,-9.69456820891642
"South Carolina",1683724,8,210466,-12628,-5.660394273265978
"South Dakota",631239,3,210413,-12681,-5.684151075331475
"Tennessee",2337885,10,233788,10694,4.793495118649538
"Texas",4663228,21,222058,-1036,-0.4643782441482066
"Utah",448388,2,224194,1100,0.4930657032461653
"Vermont",352428,2,176214,-46880,-21.013563789254754
"Virginia",2309187,10,230919,7825,3.507490116273858
"Washington",1354596,6,225766,2672,1.197701417339776
"West Virginia",1463701,7,209100,-13994,-6.272692228388034
"Wisconsin",2631305,12,219275,-3819,-1.711834473361005
"Wyoming",193487,1,193487,-29607,-13.271087523644741
"Alaska",55036,1,55036,-168058,-75.33057814194913
"Hawaii",255912,1,255912,32818,14.710391135575138
"TOTAL",105523526,473,223094,0,0.0
