"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,11104,5.4779112503391625
"Arkansas",1574449,8,196806,-5899,-2.9101403517426805
"California",2376561,12,198047,-4658,-2.297920623566266
"Colorado",798572,4,199643,-3062,-1.5105695468784688
"Connecticut",1114756,5,222951,20246,9.987913470314002
"Delaware",202322,1,202322,-383,-0.18894452529537997
"Florida",752619,4,188155,-14550,-7.177918650255297
"Georgia",2609121,13,200702,-2003,-0.9881354677980316
"Idaho",323440,2,161720,-40985,-20.2190375175748
"Illinois",5638591,28,201378,-1327,-0.6546459140129746
"Indiana",2700876,13,207760,5055,2.4937717372536445
"Iowa",2224771,11,202252,-453,-0.22347746725537113
"Kansas",1690949,8,211369,8664,4.27419155916233
"Kentucky",2289905,11,208173,5468,2.6975160948175922
"Louisiana",1656388,8,207048,4343,2.142522384746306
"Maine",742371,4,185593,-17112,-8.441824325990972
"Maryland",1295346,6,215891,13186,6.505019609777755
"Massachusetts",3366416,16,210401,7696,3.796650304629881
"Michigan",2810173,14,200727,-1978,-0.9758022742408919
"Minnesota",2074376,10,207438,4733,2.3349202042376853
"Mississippi",1797114,9,199679,-3026,-1.4928097481561875
"Missouri",3293335,16,205833,3128,1.5431291778693175
"Montana",366338,2,183169,-19536,-9.637650773291236
"Nebraska",1192214,6,198702,-4003,-1.9747909523692067
"Nevada",80293,1,80293,-122412,-60.389235588663325
"New Hampshire",430572,2,215286,12581,6.206556325694976
"New Jersey",2537167,12,211431,8726,4.304777879184036
"New York",9108934,45,202421,-284,-0.14010507880910683
"North Carolina",2206287,11,200572,-2133,-1.052268074295158
"North Dakota",574403,3,191468,-11237,-5.543523840063146
"Ohio",4767121,23,207266,4561,2.250067832564564
"Oklahoma",1657155,8,207144,4439,2.1898818480057227
"Oregon",672765,3,224255,21550,10.631212846254408
"Pennsylvania",7665111,38,201713,-992,-0.4893811203473027
"Rhode Island",542610,3,180870,-21835,-10.771811252805803
"South Carolina",1515400,7,216486,13781,6.798549616437681
"South Dakota",575676,3,191892,-10813,-5.334352877334057
"Tennessee",2184789,11,198617,-4088,-2.0167238104634815
"Texas",3896542,19,205081,2376,1.1721467156705558
"Utah",371864,2,185932,-16773,-8.274586221356158
"Vermont",355956,2,177978,-24727,-12.198515083495721
"Virginia",2061612,10,206161,3456,1.7049406773389901
"Washington",1140134,6,190022,-12683,-6.256875755408105
"West Virginia",1221119,6,203520,815,0.4020621099627537
"Wisconsin",2332853,11,212078,9373,4.623960928442811
"Wyoming",144658,1,144658,-58047,-28.636195456451492
"Arizona",180225,1,180225,-22480,-11.090007646580005
"New Mexico",316983,2,158492,-44213,-21.811499469672675
"Alaska",64356,1,64356,-138349,-68.25139981746874
"Hawaii",191909,1,191909,-10796,-5.325966305715202
"TOTAL",91825590,453,202705,0,0.0
