"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3890061,11,353642,-16026,-4.335241351699363
"Alaska",400481,1,400481,30813,8.335317095339603
"Arizona",2717866,7,388267,18599,5.031271302898817
"Arkansas",2285513,6,380919,11251,3.043541772617592
"California",23668562,64,369821,153,0.041388489130787624
"Colorado",2888834,8,361104,-8564,-2.3166733393206878
"Connecticut",3107576,8,388447,18779,5.079963643052685
"Delaware",595225,2,297612,-72056,-19.492084789594987
"Florida",9739992,26,374615,4947,1.3382278152287999
"Georgia",5464265,15,364284,-5384,-1.4564419966023567
"Hawaii",965000,3,321667,-48001,-12.984894554032266
"Idaho",943935,3,314645,-55023,-14.88443684603482
"Illinois",11418461,31,368337,-1331,-0.36005280413776686
"Indiana",5490179,15,366012,-3656,-0.9889955311252259
"Iowa",2913387,8,364173,-5495,-1.486468939697242
"Kansas",2363208,6,393868,24200,6.5464146206866705
"Kentucky",3661433,10,366143,-3525,-0.9535583280132444
"Louisiana",4203972,11,382179,12511,3.3843881536946667
"Maine",1124660,3,374887,5219,1.4118073514613112
"Maryland",4216446,11,383313,13645,3.691149896664034
"Massachusetts",5737037,16,358565,-11103,-3.0035058484910784
"Michigan",9258344,25,370334,666,0.18016165856931085
"Minnesota",4077148,11,370650,982,0.2656437668394343
"Mississippi",2520638,7,360091,-9577,-2.590703009186621
"Missouri",4917444,13,378265,8597,2.325600268348897
"Montana",786690,2,393345,23677,6.404936321239599
"Nebraska",1570006,4,392502,22834,6.176893861518985
"Nevada",799184,2,399592,29924,8.094831037579667
"New Hampshire",920610,3,306870,-62798,-16.987675427681054
"New Jersey",7364158,20,368208,-1460,-0.3949489812480388
"New Mexico",1299968,4,324992,-44676,-12.085438826189987
"New York",17557288,48,365777,-3891,-1.0525660863261088
"North Carolina",5874429,16,367152,-2516,-0.6806107101507298
"North Dakota",652695,2,326348,-43320,-11.71862319703085
"Ohio",10797419,29,372325,2657,0.7187530432712596
"Oklahoma",3025266,8,378158,8490,2.296655377257431
"Oregon",2632663,7,376095,6427,1.738587056493935
"Pennsylvania",11866728,32,370835,1167,0.3156886719975762
"Rhode Island",947154,3,315718,-53950,-14.594176396117597
"South Carolina",3119208,8,389901,20233,5.473289546295595
"South Dakota",690178,2,345089,-24579,-6.648939048010647
"Tennessee",4590750,12,382562,12894,3.4879946330220633
"Texas",14228383,39,364830,-4838,-1.3087418981356245
"Utah",1461037,4,365259,-4409,-1.1926918207689061
"Vermont",511456,1,511456,141788,38.35549736520337
"Virginia",5346279,14,381877,12209,3.302693227436511
"Washington",4130163,11,375469,5801,1.569245917958817
"West Virginia",1949644,5,389929,20261,5.48086391031953
"Wisconsin",4705335,13,361949,-7719,-2.0880898535983636
"Wyoming",470816,1,470816,101148,27.36184901046344
"TOTAL",225867174,611,369668,0,0.0
