"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2832961,11,257542,-812,-0.3142974368502133
"Arizona",499261,2,249630,-8724,-3.3767621170951485
"Arkansas",1949387,8,243673,-14681,-5.682513140884214
"California",6907387,27,255829,-2525,-0.9773411675453061
"Colorado",1123296,4,280824,22470,8.697368726630902
"Connecticut",1709242,7,244177,-14177,-5.487431973184081
"Delaware",266505,1,266505,8151,3.1549734085789267
"Florida",1897414,7,271059,12705,4.917671102440837
"Georgia",3123723,12,260310,1956,0.7571007222647995
"Idaho",524873,2,262436,4082,1.5800026320475007
"Illinois",7897241,30,263241,4887,1.891590608235212
"Indiana",3427796,13,263677,5323,2.060351300928184
"Iowa",2538268,10,253827,-4527,-1.752246917020832
"Kansas",1801028,7,257290,-1064,-0.4118380207002795
"Kentucky",2845627,11,258693,339,0.13121530922687474
"Louisiana",2363880,9,262653,4299,1.6639959125850576
"Maine",847226,3,282409,24055,9.310868033783104
"Maryland",1821244,7,260178,1824,0.7060080354861934
"Massachusetts",4316721,17,253925,-4429,-1.714314467745806
"Michigan",5256106,20,262805,4451,1.7228299155422406
"Minnesota",2792300,11,253845,-4509,-1.745279732460113
"Mississippi",2183796,8,272974,14620,5.658902126539554
"Missouri",3784664,15,252311,-6043,-2.3390386833569443
"Montana",559456,2,279728,21374,8.2731446000449
"Nebraska",1315834,5,263167,4813,1.8629477383744784
"Nevada",110247,1,110247,-148107,-57.32715576302283
"New Hampshire",491524,2,245762,-12592,-4.8739326660318785
"New Jersey",4160165,16,260010,1656,0.6409809795861492
"New Mexico",531818,2,265909,7555,2.9242821864573414
"New York",13479142,52,259214,860,0.3328765956787973
"North Carolina",3571623,14,255116,-3238,-1.2533190893115647
"North Dakota",641935,3,213978,-44376,-17.17643233702594
"Ohio",6907612,27,255837,-2517,-0.9742446410738754
"Oklahoma",2336434,9,259604,1250,0.4838322611610426
"Oregon",1089684,4,272421,14067,5.444854734201909
"Pennsylvania",9900180,38,260531,2177,0.8426422660380718
"Rhode Island",713346,3,237782,-20572,-7.9627178212839755
"South Carolina",1899804,7,271401,13047,5.050047609094499
"South Dakota",642961,3,214320,-44034,-17.04405583037228
"Tennessee",2915841,11,265076,6722,2.6018563676196225
"Texas",6414824,25,256593,-1761,-0.6816228895236768
"Utah",550310,2,275155,16801,6.503092655813342
"Vermont",359231,1,359231,100877,39.04603760731399
"Virginia",2677773,10,267777,9423,3.6473211175364035
"Washington",1736191,7,248027,-10327,-3.99722860880807
"West Virginia",1901974,7,271711,13357,5.170038009862437
"Wisconsin",3137587,12,261466,3112,1.2045487973865316
"Wyoming",250742,1,250742,-7612,-2.946344937566285
"Alaska",72524,1,72524,-185830,-71.92843927324523
"Hawaii",423330,2,211665,-46689,-18.071715553078334
"TOTAL",131502038,509,258354,0,0.0
