"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646242,11,240567,-5954,-2.4152100632400484
"Arizona",389375,2,194688,-51833,-21.025794962700946
"Arkansas",1854444,7,264921,18400,7.463867175615871
"California",5668241,23,246445,-76,-0.030829016594935116
"Colorado",1034849,4,258712,12191,4.9452176488007105
"Connecticut",1606897,6,267816,21295,8.63820932090978
"Delaware",238380,1,238380,-8141,-3.302355580254826
"Florida",1468191,6,244698,-1823,-0.7394907533232462
"Georgia",2908446,12,242370,-4151,-1.6838322090207323
"Idaho",441536,2,220768,-25753,-10.446574531175843
"Illinois",7630388,31,246142,-379,-0.15373943801947906
"Indiana",3238480,13,249114,2593,1.0518373688245626
"Iowa",2470420,10,247042,521,0.21134102165738416
"Kansas",1879498,8,234937,-11584,-4.698991160996426
"Kentucky",2614575,10,261458,14937,6.05911869577034
"Louisiana",2101593,8,262699,16178,6.562524085169215
"Maine",797418,3,265806,19285,7.822862960964786
"Maryland",1631522,7,233075,-13446,-5.454302067572336
"Massachusetts",4249598,17,249976,3455,1.4015033202039582
"Michigan",4842052,19,254845,8324,3.3765886070557882
"Minnesota",2551583,10,255158,8637,3.5035554780322977
"Mississippi",2008154,8,251019,4498,1.824591008473923
"Missouri",3629110,15,241941,-4580,-1.8578538948000374
"Montana",524729,2,262364,15843,6.426633025178383
"Nebraska",1375123,6,229187,-17334,-7.031449653376385
"Nevada",86390,1,86390,-160131,-64.9563323205731
"New Hampshire",465292,2,232646,-13875,-5.6283237533516415
"New Jersey",4041319,16,252582,6061,2.4586140734460757
"New Mexico",395982,2,197991,-48530,-19.68594967568686
"New York",12587967,50,251759,5238,2.1247682753193438
"North Carolina",3167274,13,243636,-2885,-1.170285695741945
"North Dakota",673340,3,224447,-22074,-8.954206741007866
"Ohio",6646633,27,246172,-349,-0.14157008936358365
"Oklahoma",2382222,10,238222,-8299,-3.3664474831758753
"Oregon",950379,4,237595,-8926,-3.6207868700840904
"Pennsylvania",9631299,39,246956,435,0.1764555555104839
"Rhode Island",687497,3,229166,-17355,-7.039968197435513
"South Carolina",1738760,7,248394,1873,0.759773001083072
"South Dakota",673005,3,224335,-22186,-8.999638975989875
"Tennessee",2616497,10,261650,15129,6.137002527168071
"Texas",5824601,23,253244,6723,2.727151033786168
"Utah",505741,2,252870,6349,2.575439820542672
"Vermont",359611,2,179806,-66715,-27.06260318593548
"Virginia",2421829,10,242183,-4338,-1.7596878156424807
"Washington",1552423,6,258737,12216,4.955358772680624
"West Virginia",1729199,7,247028,507,0.20566199228463297
"Wisconsin",2931721,12,244310,-2211,-0.896880995939494
"Wyoming",223630,1,223630,-22891,-9.28561866940342
"Alaska",59278,1,59278,-187243,-75.954178345861
"Hawaii",368336,2,184168,-62353,-25.293179891368283
"TOTAL",122521069,497,246521,0,0.0
